County,Population,Poverty Count,No Degree,Degree,Lat,Lng
Stevens County,62430.0,10387.0,13835.0,13717.0,48.43,-117.83
Stoddard County,30342.0,4879.0,8617.0,4328.0,36.77,-89.88
Storey County,925.0,132.0,224.0,335.0,39.38,-119.5
Story County,97338.0,19219.0,9558.0,29849.0,42.03,-93.47
Strafford County,126119.0,11916.0,23205.0,36080.0,43.32,-71.05
Stutsman County,21157.0,2090.0,5094.0,4988.0,46.96,-98.93
Sublette County,9906.0,772.0,2588.0,2280.0,42.7,-109.87
Suffolk County,2254799.0,251798.0,443653.0,690235.0,40.87,-72.8
Sullivan County,313334.0,47694.0,83422.0,68673.0,36.52,-82.53
Summit County,615457.0,82741.0,132001.0,178089.0,41.12,-81.53
Sumner County,181024.0,18876.0,41117.0,39053.0,36.5,-86.45
Sumter County,270064.0,46298.0,64493.0,65458.0,33.87,-80.4
Surry County,82952.0,14330.0,18849.0,15376.0,36.4,-80.68
Sussex County,379610.0,37907.0,95058.0,97478.0,41.18,-74.67
Sutter County,94573.0,16360.0,17386.0,17752.0,39.02,-121.7
Sutton County,3959.0,358.0,811.0,575.0,30.5,-100.55
Swain County,8678.0,1689.0,2268.0,1513.0,35.47,-83.48
Sweetwater County,44812.0,4868.0,9851.0,8992.0,41.67,-108.92
Swift County,9742.0,1188.0,2437.0,2145.0,45.27,-95.67
Talbot County,41515.0,5039.0,9018.0,12442.0,38.77,-76.08
Talladega County,77734.0,16331.0,20461.0,10842.0,33.37,-86.18
Tangipahoa Parish,133414.0,29014.0,32355.0,21182.0,30.67,-90.4
Tarrant County,1893712.0,272078.0,304840.0,451749.0,32.77,-97.3
Taylor County,241692.0,39603.0,58523.0,41521.0,32.3,-99.83
Tazewell County,183239.0,18719.0,43608.0,42004.0,40.53,-89.55
Tehama County,70476.0,14912.0,15575.0,10397.0,40.13,-122.3
Teller County,23758.0,1780.0,4724.0,7872.0,38.87,-105.17
Terrebonne Parish,119895.0,23806.0,32883.0,14372.0,29.38,-90.85
Teton County,38635.0,3351.0,5549.0,14579.0,43.92,-111.38
Texas County,46768.0,9155.0,11721.0,6351.0,36.77,-101.52
Thomas County,58409.0,10750.0,13370.0,11336.0,30.95,-83.87
Thurston County,269581.0,33213.0,43370.0,81147.0,46.92,-122.82
Tift County,43313.0,11170.0,10317.0,7417.0,31.45,-83.5
Tillman County,8048.0,1671.0,2078.0,1168.0,34.37,-98.92
Tioga County,92066.0,11296.0,26399.0,20633.0,42.17,-76.27
Tippah County,25020.0,5660.0,6155.0,3377.0,34.78,-88.93
Tippecanoe County,183199.0,36481.0,27467.0,43322.0,40.42,-86.89
Titus County,32480.0,6715.0,6236.0,4315.0,33.23,-94.98
Toa Alta Municipio,72712.0,22188.0,12713.0,20010.0,18.37,-66.25
Toa Baja Municipio,86544.0,31407.0,17960.0,20391.0,18.44,-66.26
Todd County,43503.0,8983.0,9899.0,7076.0,46.07,-94.88
Tolland County,151411.0,9054.0,26285.0,46058.0,41.85,-72.35
Tom Green County,115361.0,15122.0,23121.0,21998.0,31.4,-100.47
Tompkins County,105856.0,18353.0,12499.0,37061.0,42.45,-76.47
Tooele County,62172.0,4494.0,11486.0,10669.0,40.38,-113.13
Toole County,5100.0,725.0,1328.0,794.0,48.65,-111.63
Toombs County,28973.0,7661.0,7535.0,4225.0,32.13,-82.33
Torrance County,13531.0,4066.0,3291.0,2420.0,34.63,-105.82
Towns County,11859.0,1619.0,3006.0,2783.0,34.9,-83.72
Traill County,8077.0,612.0,1414.0,2237.0,47.44,-97.17
Travis County,1131610.0,170657.0,141810.0,391471.0,30.33,-97.8
Trempealeau County,30535.0,2855.0,8451.0,6281.0,44.32,-91.35
Trinity County,27615.0,4827.0,7723.0,4921.0,31.1,-95.22
Troup County,70528.0,14580.0,16406.0,11610.0,33.03,-85.03
Trujillo Alto Municipio,61084.0,18363.0,10820.0,19128.0,18.34,-66.01
Trumbull County,197773.0,34054.0,64980.0,35526.0,41.32,-80.77
Tulare County,451840.0,126011.0,78850.0,55307.0,36.27,-118.8
Tulsa County,664560.0,102102.0,118476.0,169015.0,36.1,-95.9
Tunica County,10616.0,2934.0,2020.0,1741.0,34.67,-90.36
Tuolumne County,55139.0,7310.0,12196.0,12134.0,38.07,-119.9
Tuscaloosa County,206317.0,34359.0,39256.0,46011.0,33.3,-87.5
Tuscarawas County,91669.0,12263.0,29800.0,14254.0,40.45,-81.47
Tuscola County,57236.0,8548.0,17329.0,9353.0,43.47,-83.45
Twin Falls County,81187.0,12460.0,15642.0,15516.0,42.35,-114.64
Uinta County,21009.0,3462.0,4833.0,3528.0,41.26,-110.57
Ulster County,188991.0,23098.0,42144.0,55029.0,41.88,-74.25
Umatilla County,76645.0,12918.0,15190.0,12940.0,45.5,-118.5
Union County,1122956.0,130045.0,244614.0,270152.0,40.63,-74.27
Upshur County,61735.0,8967.0,16935.0,9743.0,38.88,-80.25
Utah County,561688.0,69006.0,47100.0,133583.0,40.12,-111.63
Utuado Municipio,28925.0,14982.0,6324.0,5299.0,18.27,-66.7
Uvalde County,27244.0,5502.0,4418.0,4221.0,29.37,-99.77
Val Verde County,48851.0,9811.0,8962.0,6844.0,29.83,-101.08
Valdez-Cordova Census Area,9318.0,706.0,1661.0,2429.0,61.5,-144.5
Valley County,21687.0,2583.0,5167.0,5293.0,45.13,-116.13
Van Buren County,106263.0,18049.0,27211.0,20119.0,42.25,-86.03
Van Zandt County,50123.0,7953.0,12728.0,7470.0,32.57,-95.85
Vance County,46227.0,11639.0,11616.0,6407.0,36.37,-78.4
Vanderburgh County,185166.0,29935.0,42951.0,41750.0,38.08,-87.55
Vega Alta Municipio,36700.0,17217.0,6258.0,7109.0,18.41,-66.33
Vega Baja Municipio,57494.0,26452.0,6661.0,12391.0,18.43,-66.4
Ventura County,848316.0,88843.0,116002.0,231567.0,34.47,-119.02
Vermilion County,79921.0,15184.0,22569.0,13309.0,40.17,-87.75
Vermilion Parish,58254.0,9964.0,16229.0,6847.0,29.82,-92.3
Vermillion County,15474.0,2009.0,4969.0,2580.0,39.88,-87.41
Vernon Parish,50331.0,7557.0,11639.0,7351.0,31.12,-93.18
Victoria County,91680.0,13217.0,19775.0,16331.0,28.78,-96.95
Vieques Municipio,8801.0,3148.0,2344.0,1628.0,18.13,-65.44
Vigo County,105534.0,19938.0,22652.0,21256.0,39.47,-87.41
Villalba Municipio,24489.0,12406.0,5923.0,4041.0,18.13,-66.48
Volusia County,513846.0,84226.0,129543.0,122465.0,29.08,-81.21
Wabasha County,23477.0,1581.0,6165.0,5376.0,44.28,-92.22
Wabaunsee County,6501.0,450.0,1755.0,1416.0,39.13,-96
Wade Hampton Census Area,7993.0,2862.0,2005.0,260.0,62.25,-163
Wake County,1052627.0,111304.0,121529.0,399139.0,35.78,-78.63
Wakulla County,31697.0,3990.0,8599.0,5942.0,30.17,-84.33
Waldo County,39115.0,6099.0,9896.0,10876.0,44.47,-69.1
Walker County,217385.0,40307.0,55462.0,32235.0,30.73,-95.57
Walla Walla County,59882.0,8985.0,9335.0,15907.0,46.28,-118.48
Waller County,40804.0,7020.0,7333.0,4841.0,30,-96
Wallowa County,6836.0,980.0,1752.0,1850.0,45.5,-117.17
Walsh County,11145.0,1127.0,2934.0,2318.0,48.37,-97.69
Walton County,173622.0,23367.0,36618.0,37636.0,30.63,-86.17
Walworth County,109954.0,14085.0,22587.0,25490.0,42.67,-88.53
Wapello County,35043.0,5932.0,9390.0,6693.0,41.03,-92.42
Ward County,80411.0,6700.0,15610.0,17005.0,31.52,-103.07
Warren County,805400.0,95259.0,181429.0,201752.0,39.43,-84.17
Wasatch County,26746.0,2252.0,3051.0,7261.0,40.38,-111.13
Wasco County,24893.0,3567.0,5362.0,5129.0,45.17,-121.25
Washakie County,8438.0,1198.0,1870.0,1768.0,43.92,-107.58
Washburn County,17432.0,2107.0,5061.0,4568.0,45.9,-91.78
Washington County,2580435.0,317203.0,514809.0,704193.0,45.51,-123
Washita County,10867.0,1616.0,3102.0,1890.0,35.3,-99
Washoe County,442391.0,65167.0,76003.0,110998.0,40.75,-119.63
Washtenaw County,357933.0,52089.0,35869.0,132967.0,42.25,-83.85
Watauga County,55663.0,14788.0,6868.0,14582.0,36.23,-81.7
Waukesha County,399890.0,20634.0,68519.0,142587.0,43.03,-88.3
Waupaca County,59188.0,6119.0,18474.0,11941.0,44.47,-88.98
Waushara County,21395.0,2428.0,6881.0,3478.0,44.12,-89.25
Wayne County,2398387.0,536127.0,537560.0,467613.0,42.25,-83.28
Weakley County,32188.0,5509.0,8367.0,5170.0,36.3,-88.83
Webb County,265889.0,84134.0,42028.0,34219.0,27.67,-99.33
Weber County,248588.0,29687.0,45411.0,49524.0,41.25,-111.75
Webster County,121177.0,21437.0,31410.0,21457.0,38.52,-80.42
Webster Parish,41487.0,9870.0,12146.0,5699.0,32.72,-93.35
Weld County,275567.0,33590.0,48844.0,64025.0,40.63,-104.53
Wells County,32106.0,3752.0,8734.0,6235.0,47.6,-99.65
Westchester County,968209.0,92545.0,139454.0,352785.0,41.12,-73.8
Westmoreland County,399467.0,41280.0,115009.0,107295.0,40.63,-79.63
Weston County,7290.0,1012.0,1778.0,1489.0,43.85,-104.57
Wexford County,35180.0,6340.0,9528.0,6258.0,44.33,-85.57
Whatcom County,207376.0,32180.0,33691.0,57758.0,48.92,-121.78
Wheatland County,1893.0,296.0,489.0,326.0,46.45,-109.83
White County,180398.0,28928.0,48993.0,30248.0,35.25,-91.73
Whiteside County,58042.0,6389.0,15044.0,10962.0,41.75,-89.92
Whitfield County,105692.0,20844.0,21456.0,12709.0,34.83,-84.97
Whitley County,87134.0,16660.0,22828.0,13968.0,41.16,-85.49
Whitman County,47678.0,12259.0,3947.0,13559.0,46.92,-117.48
Wichita County,140389.0,22231.0,29779.0,26815.0,33.97,-98.72
Wicomico County,100597.0,15870.0,21635.0,21298.0,38.37,-75.6
Wilbarger County,12923.0,2086.0,2838.0,1996.0,34.07,-99.27
Wilkes County,73480.0,16144.0,18676.0,11541.0,36.22,-81
Wilkin County,6641.0,604.0,1445.0,1901.0,46.25,-96.47
Will County,684922.0,52124.0,122596.0,181209.0,41.43,-87.97
Williams County,71015.0,8403.0,18299.0,13839.0,41.55,-84.58
Williamson County,799122.0,55829.0,108324.0,266504.0,30.65,-97.6
Wilson County,249612.0,34263.0,56301.0,53571.0,36.15,-86.28
Windham County,159761.0,18465.0,37095.0,40113.0,41.83,-72
Windsor County,56417.0,5612.0,13432.0,18295.0,43.55,-72.57
Winkler County,7699.0,1319.0,1519.0,736.0,31.85,-103.03
Winnebago County,471566.0,64559.0,107011.0,106841.0,42.35,-89.18
Winona County,50112.0,6430.0,9006.0,12428.0,43.97,-91.77
Wise County,100303.0,14915.0,23854.0,15494.0,33.2,-97.67
Wood County,345090.0,45774.0,83254.0,78770.0,41.37,-83.62
Woodbury County,104564.0,14226.0,23372.0,20288.0,42.38,-96.03
Woodford County,61470.0,5933.0,12530.0,16934.0,40.77,-89.23
Woodson County,3193.0,718.0,918.0,568.0,37.88,-95.73
Woodward County,22209.0,2778.0,5781.0,3676.0,36.52,-99.22
Worcester County,864935.0,95169.0,178986.0,255988.0,42.33,-71.83
Wright County,157242.0,13404.0,33229.0,37873.0,45.18,-93.95
Wyandotte County,165428.0,36523.0,36565.0,25127.0,39.12,-94.72
Yabucoa Municipio,35734.0,17641.0,7340.0,6803.0,18.07,-65.89
Yakima County,249145.0,50849.0,47177.0,34754.0,46.47,-120.67
Yakutat City and Borough,618.0,51.0,156.0,113.0,59.67,-139.13
Yamhill County,102390.0,15440.0,19926.0,21846.0,45.22,-123.3
Yancey County,17770.0,3703.0,4834.0,3817.0,35.9,-82.3
Yankton County,22891.0,3126.0,5325.0,5998.0,43.05,-97.38
Yauco Municipio,38502.0,19116.0,9046.0,7831.0,18.08,-66.86
Yavapai County,221648.0,32160.0,43939.0,59525.0,34.51,-112.38
Yellowstone County,156094.0,15778.0,33591.0,39431.0,45.92,-108.3
Yolo County,211422.0,39024.0,26716.0,57509.0,38.7,-121.88
York County,953841.0,97414.0,229470.0,240444.0,40.13,-77
Yuba County,73015.0,14780.0,11641.0,11779.0,39.28,-121.4
Yukon-Koyukuk Census Area,5543.0,1289.0,1421.0,593.0,65.7,-152.72
Yuma County,213411.0,41737.0,37975.0,28987.0,32.75,-113.77
